"Time (s)","Head Position","Head Rotation","Head Speed (m/s)","Head Velocity (m/s)","Head Acceleration (m/s2)","Head Angular Velocity (deg/s)","Left Viewpoint Position","Left Viewpoint Rotation","Right Viewpoint Position","Right Viewpoint Rotation","Viewpoint Separation"

